order_id,customer_id,country_code,product,quantity,unit_price_eur,amount_eur,order_date,status
ORD-050319,CUST-1013,GB,Training,1,121.68,121.68,2024-01-30,paid
ORD-050320,CUST-1002,DE,Storage GB,9,215.94,1943.46,2025-05-01,pending
ORD-050321,CUST-1080,FR,Storage GB,9,340.57,3065.13,2024-11-18,paid
ORD-050322,CUST-1016,BR,Add-on Seat,9,402.41,3621.69,2024-09-10,paid
ORD-050323,CUST-1068,GB,Add-on Seat,2,241.0,482.0,2025-02-05,paid
ORD-050324,CUST-1040,PT,Training,5,414.4,2072.0,2024-07-18,paid
ORD-050325,CUST-1013,GB,Storage GB,2,277.63,555.26,2025-03-11,paid
ORD-050326,CUST-1045,GB,Support,7,408.82,2861.74,2024-08-25,refunded
ORD-050327,CUST-1093,AR,Training,1,417.27,417.27,2025-03-06,paid
ORD-050328,CUST-1056,MX,Add-on Seat,9,225.3,2027.7,2024-05-01,shipped
ORD-050329,CUST-1022,MX,Pro Plan,3,122.88,368.64,2025-03-27,paid
ORD-050330,CUST-1116,US,Support,6,108.01,648.06,2024-02-18,paid
ORD-050331,CUST-1116,US,Team Plan,8,499.17,3993.36,2024-05-10,shipped
ORD-050332,CUST-1071,GB,Pro Plan,5,226.77,1133.85,2024-07-16,shipped
ORD-050333,CUST-1066,FR,Support,8,322.17,2577.36,2025-03-08,paid
ORD-050334,CUST-1029,US,Training,10,157.88,1578.8,2024-03-10,shipped
ORD-050335,CUST-1102,BR,Training,2,306.08,612.16,2024-03-03,refunded
ORD-050336,CUST-1105,BR,Storage GB,9,392.9,3536.1,2024-07-10,paid
ORD-050337,CUST-1036,GB,Add-on Seat,6,181.24,1087.44,2024-01-12,cancelled
ORD-050338,CUST-1031,US,Enterprise,6,356.49,2138.94,2024-01-06,shipped
ORD-050339,CUST-1041,AR,Training,9,324.63,2921.67,2025-03-12,shipped
ORD-050340,CUST-1048,BR,Training,10,396.03,3960.3,2025-03-25,paid
ORD-050341,CUST-1049,US,Training,2,159.72,319.44,2024-08-27,pending
ORD-050342,CUST-1103,DE,Add-on Seat,8,15.36,122.88,2025-01-14,paid
ORD-050343,CUST-1103,DE,Pro Plan,3,116.6,349.8,2024-07-31,shipped
ORD-050344,CUST-1034,US,Enterprise,3,478.08,1434.24,2024-05-04,shipped
ORD-050345,CUST-1023,DE,Storage GB,8,283.31,2266.48,2025-04-05,paid
ORD-050346,CUST-1025,PT,Team Plan,9,238.74,2148.66,2024-03-07,paid
ORD-050347,CUST-1059,AR,Pro Plan,8,96.77,774.16,2024-10-03,paid
ORD-050348,CUST-1060,BR,Team Plan,2,384.83,769.66,2024-12-05,paid
ORD-050349,CUST-1100,MX,Team Plan,6,470.59,2823.54,2025-07-27,shipped
ORD-050350,CUST-1108,MX,Pro Plan,9,254.19,2287.71,2025-04-19,shipped
ORD-050351,CUST-1077,PT,Add-on Seat,9,63.99,575.91,2025-08-06,refunded
ORD-050352,CUST-1023,DE,Enterprise,9,340.91,3068.19,2024-12-06,paid
ORD-050353,CUST-1034,US,Team Plan,9,152.35,1371.15,2025-01-08,shipped
ORD-050354,CUST-1041,AR,Enterprise,5,196.3,981.5,2025-08-15,cancelled
ORD-050355,CUST-1065,AR,Support,6,240.57,1443.42,2024-11-22,paid
ORD-050356,CUST-1062,MX,Support,3,433.68,1301.04,2024-04-12,shipped
ORD-050357,CUST-1031,US,Pro Plan,4,78.5,314.0,2024-10-01,paid
ORD-050358,CUST-1072,DE,Team Plan,6,216.08,1296.48,2025-05-05,shipped
ORD-050359,CUST-1087,US,Enterprise,8,403.96,3231.68,2025-02-03,paid
ORD-050360,CUST-1049,US,Team Plan,8,296.21,2369.68,2024-03-11,shipped
ORD-050361,CUST-1024,GB,Add-on Seat,8,227.38,1819.04,2024-05-07,paid
ORD-050362,CUST-1047,ES,Training,5,82.39,411.95,2024-05-08,paid
ORD-050363,CUST-1004,MX,Pro Plan,3,105.29,315.87,2024-12-12,shipped
ORD-050364,CUST-1090,DE,Support,4,409.99,1639.96,2025-01-14,paid
ORD-050365,CUST-1027,PT,Training,2,278.31,556.62,2024-08-19,refunded
ORD-050366,CUST-1070,FR,Pro Plan,8,205.62,1644.96,2024-06-24,paid
ORD-050367,CUST-1104,BR,Add-on Seat,3,230.54,691.62,2025-01-09,paid
ORD-050368,CUST-1093,AR,Support,3,236.64,709.92,2024-05-09,shipped
ORD-050369,CUST-1027,PT,Pro Plan,5,488.97,2444.85,2025-02-18,paid
ORD-050370,CUST-1021,FR,Support,1,134.76,134.76,2025-05-02,paid
ORD-050371,CUST-1102,BR,Team Plan,4,307.99,1231.96,2024-11-12,paid
ORD-050372,CUST-1055,ES,Pro Plan,10,359.55,3595.5,2024-02-19,cancelled
ORD-050373,CUST-1048,BR,Support,2,392.79,785.58,2024-07-15,refunded
ORD-050374,CUST-1073,ES,Training,8,381.14,3049.12,2024-03-29,shipped
ORD-050375,CUST-1083,BR,Training,2,409.07,818.14,2024-09-23,shipped
ORD-050376,CUST-1080,FR,Training,2,315.81,631.62,2024-02-28,paid
ORD-050377,CUST-1048,BR,Enterprise,5,260.29,1301.45,2025-01-23,paid
ORD-050378,CUST-1033,IT,Storage GB,7,456.15,3193.05,2024-05-05,paid
ORD-050379,CUST-1106,GB,Training,4,353.3,1413.2,2025-05-17,shipped
ORD-050380,CUST-1097,US,Pro Plan,2,109.9,219.8,2024-05-15,paid
ORD-050381,CUST-1010,IT,Training,1,238.77,238.77,2024-10-11,refunded
ORD-050382,CUST-1106,GB,Storage GB,10,293.08,2930.8,2024-06-01,shipped
ORD-050383,CUST-1010,IT,Storage GB,3,37.0,111.0,2025-01-11,paid
ORD-050384,CUST-1045,GB,Team Plan,1,222.31,222.31,2024-07-12,paid
ORD-050385,CUST-1088,US,Support,5,439.47,2197.35,2025-06-05,shipped
ORD-050386,CUST-1056,MX,Team Plan,5,109.7,548.5,2025-02-01,paid
ORD-050387,CUST-1113,IT,Enterprise,1,189.45,189.45,2025-07-22,shipped
ORD-050388,CUST-1015,GB,Pro Plan,7,309.74,2168.18,2024-09-18,paid
ORD-050389,CUST-1082,ES,Support,7,59.07,413.49,2025-08-05,pending
ORD-050390,CUST-1060,BR,Storage GB,7,202.86,1420.02,2024-03-24,paid
ORD-050391,CUST-1043,GB,Training,5,312.1,1560.5,2024-11-06,paid
ORD-050392,CUST-1023,DE,Enterprise,4,206.51,826.04,2024-08-02,paid
ORD-050393,CUST-1040,PT,Support,10,482.37,4823.7,2024-12-22,pending
ORD-050394,CUST-1093,AR,Support,5,84.33,421.65,2025-08-08,paid
ORD-050395,CUST-1009,DE,Enterprise,4,199.19,796.76,2024-11-15,cancelled
ORD-050396,CUST-1060,BR,Support,4,335.73,1342.92,2024-10-23,paid
ORD-050397,CUST-1083,BR,Add-on Seat,5,417.64,2088.2,2025-01-29,paid
ORD-050398,CUST-1096,US,Training,7,221.04,1547.28,2025-08-17,paid
ORD-050399,CUST-1083,BR,Training,8,443.56,3548.48,2025-03-10,shipped
ORD-050400,CUST-1063,ES,Team Plan,3,186.1,558.3,2024-11-15,paid
ORD-050401,CUST-1101,IT,Training,9,102.6,923.4,2024-11-10,paid
ORD-050402,CUST-1088,US,Team Plan,4,284.75,1139.0,2024-11-16,pending
ORD-050403,CUST-1091,BR,Training,9,406.87,3661.83,2024-11-14,paid
ORD-050404,CUST-1056,MX,Training,1,213.5,213.5,2024-09-04,paid
ORD-050405,CUST-1102,BR,Add-on Seat,2,111.39,222.78,2024-08-27,shipped
ORD-050406,CUST-1070,FR,Add-on Seat,1,307.99,307.99,2024-09-02,paid
ORD-050407,CUST-1101,IT,Enterprise,4,445.72,1782.88,2024-11-27,paid
ORD-050408,CUST-1116,US,Enterprise,9,241.5,2173.5,2024-10-28,shipped
ORD-050409,CUST-1000,IT,Enterprise,2,36.99,73.98,2024-09-26,paid
ORD-050410,CUST-1071,GB,Enterprise,8,49.82,398.56,2024-01-03,paid
ORD-050411,CUST-1112,FR,Storage GB,4,350.07,1400.28,2024-08-30,shipped
ORD-050412,CUST-1094,BR,Storage GB,2,106.35,212.7,2024-09-07,refunded
ORD-050413,CUST-1091,BR,Training,6,138.77,832.62,2024-04-04,paid
ORD-050414,CUST-1100,MX,Pro Plan,9,135.42,1218.78,2024-06-16,shipped
ORD-050415,CUST-1027,PT,Enterprise,7,95.75,670.25,2024-02-19,shipped
ORD-050416,CUST-1011,BR,Pro Plan,6,366.48,2198.88,2024-12-06,shipped
ORD-050417,CUST-1100,MX,Support,2,442.34,884.68,2025-07-07,shipped
ORD-050418,CUST-1075,FR,Team Plan,4,418.41,1673.64,2025-01-17,shipped
ORD-050419,CUST-1025,PT,Enterprise,8,153.74,1229.92,2024-03-21,shipped
ORD-050420,CUST-1110,MX,Support,10,247.43,2474.3,2024-11-18,shipped
ORD-050421,CUST-1078,ES,Add-on Seat,1,37.25,37.25,2024-03-23,refunded
ORD-050422,CUST-1101,IT,Support,3,103.72,311.16,2024-09-14,paid
ORD-050423,CUST-1048,BR,Support,5,137.64,688.2,2024-05-16,paid
ORD-050424,CUST-1043,GB,Enterprise,4,490.39,1961.56,2024-01-04,paid
ORD-050425,CUST-1089,BR,Enterprise,8,465.77,3726.16,2025-06-25,paid
ORD-050426,CUST-1114,MX,Training,4,190.67,762.68,2024-03-22,paid
ORD-050427,CUST-1065,AR,Pro Plan,8,318.49,2547.92,2024-04-18,paid
ORD-050428,CUST-1075,FR,Training,3,50.63,151.89,2024-04-09,paid
ORD-050429,CUST-1012,PT,Support,10,106.77,1067.7,2024-04-24,paid
ORD-050430,CUST-1031,US,Add-on Seat,3,172.81,518.43,2025-06-05,paid
ORD-050431,CUST-1036,GB,Add-on Seat,7,273.4,1913.8,2024-09-13,paid
ORD-050432,CUST-1119,ES,Add-on Seat,7,325.72,2280.04,2024-07-15,shipped
ORD-050433,CUST-1041,AR,Support,3,325.67,977.01,2024-06-03,paid
ORD-050434,CUST-1114,MX,Training,3,142.87,428.61,2024-09-03,paid
ORD-050435,CUST-1049,US,Add-on Seat,9,415.71,3741.39,2025-04-21,paid
ORD-050436,CUST-1012,PT,Support,8,346.69,2773.52,2025-01-06,paid
ORD-050437,CUST-1067,PT,Team Plan,3,412.58,1237.74,2024-05-31,paid
ORD-050438,CUST-1099,GB,Training,6,95.15,570.9,2024-08-18,shipped
ORD-050439,CUST-1038,FR,Support,1,388.87,388.87,2024-05-11,paid
ORD-050440,CUST-1009,DE,Training,1,48.58,48.58,2024-08-05,paid
ORD-050441,CUST-1112,FR,Add-on Seat,10,33.23,332.3,2024-08-18,shipped
ORD-050442,CUST-1103,DE,Team Plan,5,318.35,1591.75,2024-04-17,refunded
ORD-050443,CUST-1089,BR,Support,9,358.77,3228.93,2025-04-06,paid
ORD-050444,CUST-1024,GB,Team Plan,2,202.55,405.1,2024-08-15,shipped
ORD-050445,CUST-1000,IT,Add-on Seat,7,303.29,2123.03,2025-01-17,paid
ORD-050446,CUST-1110,MX,Storage GB,5,381.39,1906.95,2024-10-22,shipped
ORD-050447,CUST-1091,BR,Team Plan,6,462.02,2772.12,2025-05-05,shipped
ORD-050448,CUST-1054,MX,Enterprise,2,153.01,306.02,2024-02-07,shipped
ORD-050449,CUST-1014,AR,Storage GB,9,487.97,4391.73,2025-06-03,paid
ORD-050450,CUST-1075,FR,Add-on Seat,9,146.88,1321.92,2025-01-02,paid
ORD-050451,CUST-1011,BR,Training,4,209.5,838.0,2025-03-29,shipped
ORD-050452,CUST-1109,ES,Pro Plan,1,117.25,117.25,2025-03-30,paid
ORD-050453,CUST-1102,BR,Training,9,123.25,1109.25,2024-01-11,shipped
ORD-050454,CUST-1113,IT,Add-on Seat,6,321.77,1930.62,2025-02-10,paid
ORD-050455,CUST-1012,PT,Add-on Seat,2,80.07,160.14,2024-01-22,paid
ORD-050456,CUST-1050,IT,Add-on Seat,6,332.78,1996.68,2024-04-16,shipped
ORD-050457,CUST-1012,PT,Enterprise,9,309.16,2782.44,2025-05-19,paid
ORD-050458,CUST-1041,AR,Enterprise,4,176.36,705.44,2025-08-04,paid
ORD-050459,CUST-1098,BR,Support,7,185.17,1296.19,2024-04-14,cancelled
ORD-050460,CUST-1100,MX,Add-on Seat,10,37.88,378.8,2024-08-01,shipped
ORD-050461,CUST-1006,DE,Training,9,446.47,4018.23,2025-06-24,pending
ORD-050462,CUST-1052,FR,Enterprise,4,103.43,413.72,2025-08-14,paid
ORD-050463,CUST-1077,PT,Enterprise,1,228.04,228.04,2025-05-23,shipped
ORD-050464,CUST-1063,ES,Pro Plan,9,324.86,2923.74,2024-12-18,paid
ORD-050465,CUST-1042,FR,Pro Plan,1,87.96,87.96,2024-12-16,paid
ORD-050466,CUST-1030,MX,Storage GB,4,497.49,1989.96,2024-08-24,paid
ORD-050467,CUST-1084,MX,Pro Plan,4,146.21,584.84,2024-09-29,shipped
ORD-050468,CUST-1089,BR,Add-on Seat,5,286.6,1433.0,2025-02-26,refunded
ORD-050469,CUST-1109,ES,Support,4,291.35,1165.4,2024-08-09,paid
ORD-050470,CUST-1074,DE,Support,5,236.62,1183.1,2025-08-02,shipped
ORD-050471,CUST-1082,ES,Add-on Seat,1,142.59,142.59,2025-01-05,paid
ORD-050472,CUST-1054,MX,Team Plan,8,449.41,3595.28,2024-10-20,shipped
ORD-050473,CUST-1012,PT,Training,4,480.32,1921.28,2025-07-04,paid
ORD-050474,CUST-1023,DE,Team Plan,1,373.41,373.41,2024-05-27,paid
ORD-050475,CUST-1018,US,Add-on Seat,2,311.27,622.54,2024-03-08,shipped
ORD-050476,CUST-1087,US,Training,2,215.62,431.24,2025-03-26,shipped
ORD-050477,CUST-1107,FR,Support,8,19.33,154.64,2024-08-07,shipped
ORD-050478,CUST-1054,MX,Pro Plan,5,201.17,1005.85,2025-05-29,cancelled
ORD-050479,CUST-1058,ES,Storage GB,4,428.7,1714.8,2024-06-26,paid
ORD-050480,CUST-1106,GB,Add-on Seat,1,416.76,416.76,2024-12-13,paid
ORD-050481,CUST-1005,PT,Add-on Seat,1,187.72,187.72,2025-04-20,paid
ORD-050482,CUST-1054,MX,Support,8,23.43,187.44,2024-04-21,shipped
ORD-050483,CUST-1086,IT,Storage GB,6,194.68,1168.08,2024-05-07,paid
ORD-050484,CUST-1098,BR,Team Plan,7,400.01,2800.07,2024-09-15,shipped
ORD-050485,CUST-1116,US,Training,9,369.94,3329.46,2025-07-10,shipped
ORD-050486,CUST-1010,IT,Enterprise,10,369.3,3693.0,2025-03-31,paid
ORD-050487,CUST-1002,DE,Enterprise,1,215.15,215.15,2024-08-06,paid
ORD-050488,CUST-1048,BR,Training,3,478.23,1434.69,2025-01-21,paid
ORD-050489,CUST-1028,FR,Support,6,186.24,1117.44,2025-06-27,paid
ORD-050490,CUST-1019,ES,Team Plan,2,53.09,106.18,2025-01-21,paid
ORD-050491,CUST-1026,DE,Team Plan,6,409.61,2457.66,2025-04-08,paid
ORD-050492,CUST-1085,PT,Team Plan,1,121.56,121.56,2025-05-03,shipped
ORD-050493,CUST-1007,US,Pro Plan,1,322.76,322.76,2025-03-14,paid
ORD-050494,CUST-1030,MX,Training,3,231.84,695.52,2025-04-15,paid
ORD-050495,CUST-1030,MX,Pro Plan,5,252.02,1260.1,2024-01-18,paid
ORD-050496,CUST-1013,GB,Support,9,298.36,2685.24,2024-12-21,refunded
ORD-050497,CUST-1063,ES,Pro Plan,8,53.86,430.88,2024-08-03,paid
ORD-050498,CUST-1061,IT,Pro Plan,3,388.31,1164.93,2025-02-19,paid
ORD-050499,CUST-1093,AR,Support,9,102.09,918.81,2024-02-29,shipped
